"","iso","name","lat","long","family","macroarea","country","tones","happyPlanetIndex","dailyCalories","freedomPress","rainfall","percentForest","inventory","distanceFromCapeTown"
"2292","bod","Tibetan (Modern Literary)",29.83333333,91.5,"Sino-Tibetan","Eurasia","CHN",6,25.7,3108,7829,645,22.18966958,38,10445.10681
"2293","tpm","Tampulma",10.41666667,-0.583333333,"Niger-Congo","Africa","GHA",0,21.4,3016,1841,1187,41.03454338,33,5325.681032
"2298","tcb","Tanacross",63.5,-143.5,"Na-Dene","North America","USA",5,20.7,3682,2373,715,33.89972254,54,16503.01464
"2300","tem","Temne",8.666666667,-13.08333333,"Niger-Congo","Africa","SLE",4,15.3,2404,2998,2526,42.17234691,55,5787.196215
"2310","kza","Tenyer",10.66666667,-4.5,"Niger-Congo","Africa","BFA",4,17.9,2720,2333,748,19.55409357,45,5520.30592
"2312","tob","Toba",-26.5,-59,"Guaicuruan","South America","ARG",0,35.2,3229,2605,591,9.906858285,82,7313.381404
"2316","yer","Tarok",9,10.08333333,"Niger-Congo","Africa","NGA",3,22.2,2700,3741,1150,7.678118515,69,4855.139405
"2317","jic","Tol",14.66666667,-87,"Tol","North America","HND",0,27.2,2641,4523,1976,41.04030744,28,12322.19453
"2318","tqw","Tonkawa",30.25,-96.75,"Tonkawa","North America","USA",0,20.7,3682,2373,715,33.89972254,25,14001.35545
"2325","toi","Tonga (in Zambia)",-17,27,"Niger-Congo","Africa","ZMB",3,25.2,1930,3536,1020,65.4232637,41,2067.989243
"2326","top","Totonac (Papantla)",20.33333333,-97.33333333,"Totonacan","North America","MEX",0,40.7,3072,4891,758,33.97206718,48,13586.03723
"2330","tui","Tupuri",10.16666667,14.75,"Niger-Congo","Africa","CMR",4,16.7,2671,4092,1604,39.80453132,56,4919.693717
"2332","tpj","Tapieté",-19.75,-61.66666667,"Tupian","South America","PRY",0,23.3,2589,3232,1130,38.56783287,27,7914.680688
"2336","tew","Tewa (Rio Grande)",36.25,-106.1666667,"Kiowa-Tanoan","North America","USA",4,20.7,3682,2373,715,33.89972254,57,15041.29129
"2338","suq","Tirmaga",5.75,35.25,"Eastern Sudanic","Africa","ETH",2,26.7,2131,5017,848,12.499,31,4755.008565
"2339","ter","Terêna",-20,-56,"Arawakan","South America","BRA",0,34.3,3263,312,1761,59.04878358,23,7386.310127
"2341","tft","Ternate",0.833333333,127.25,"West Papuan","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,25,11791.78472
"2342","tpy","Trumai",-11.91666667,-53.58333333,"Trumai","South America","BRA",0,34.3,3263,312,1761,59.04878358,53,7622.455289
"2343","trw","Torwali",34.25,72,"Indo-European","Eurasia","PAK",0,31.5,2440,4324,494,1.909506019,51,9416.278899
"2344","tiy","Tiruray",6.75,124.1666667,"Austronesian","Papunesia","PHL",0,35,2570,4253,2348,26.96448335,22,11880.2653
"2347","cof","Tsafiki",-1,-79.33333333,"Barbacoan","South America","ECU",0,37,2344,3056,2274,50.52295056,51,10663.40701
"2349","par","Tümpisa Shoshone",37,-117,"Uto-Aztecan","North America","USA",0,20.7,3682,2373,715,33.89972254,36,16005.21299
"2350","tsi","Tsimshian (Coast)",52.5,-129,"Penutian","North America","USA",0,20.7,3682,2373,715,33.89972254,41,16715.38791
"2351","tew","Tewa (San Juan Pueblo)",36.08333333,-106.0833333,"Kiowa-Tanoan","North America","USA",4,20.7,3682,2373,715,33.89972254,57,15029.49086
"2356","tam","Tamil (Spoken)",11,78,"Dravidian","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,76,8028.919346
"2357","trr","Taushiro",-3.25,-75.5,"Taushiro","South America","PER",0,34.6,2700,3027,1738,57.79140625,17,10170.34366
"2366","bbl","Tsova-Tush",42.5,45.5,"Nakh-Daghestanian","Eurasia","GEO",0,31.1,2905,2734,1026,40.61591596,45,8937.084177
"2367","tav","Tatuyo",0.416666667,-70.5,"Tucanoan","South America","COL",0,40.7,2804,4103,3240,52.72802163,34,9937.238299
"2370","tuo","Tucano",0.5,-69.16666667,"Tucanoan","South America","BRA",0,34.3,3263,312,1761,59.04878358,27,9819.390126
"2371","thv","Tuareg (Ahaggar)",23,6,"Afro-Asiatic","Africa","DZA",0,33.3,3296,4313,89,0.821248331,37,6466.898329
"2373","khc","Tukang Besi",-5.5,123.5,"Austronesian","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,29,11043.40312
"2374","tcy","Tulu",12.75,75.33333333,"Dravidian","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,72,7943.700707
"2376","tun","Tunica",32.66666667,-91,"Tunica","North America","USA",0,20.7,3682,2373,715,33.89972254,49,13597.25598
"2377","tur","Turkish",39,35,"Altaic","Eurasia","TUR",0,26.4,3706,535,593,15.22159999,73,8289.391266
"2380","tyv","Tuvan",52,95,"Altaic","Eurasia","RUS",0,18.7,3361,4996,460,49.76106545,66,12094.63877
"2381","tue","Tuyuca",0.5,-70.08333333,"Tucanoan","South America","BRA",0,34.3,3263,312,1761,59.04878358,23,9903.964211
"2387","twf","Tiwa (Northern)",36.5,-105.5,"Kiowa-Tanoan","North America","USA",0,20.7,3682,2373,715,33.89972254,38,14990.16501
"2388","tix","Tiwa (Southern)",35,-106.3333333,"Kiowa-Tanoan","North America","USA",3,20.7,3682,2373,715,33.89972254,41,15020.64828
"2392","tzh","Tzeltal (Aguacatenango)",16.41666667,-92.5,"Mayan","North America","MEX",0,40.7,3072,4891,758,33.97206718,58,12928.31055
"2396","tzo","Tzotzil",16.5,-92.66666667,"Mayan","North America","MEX",0,40.7,3072,4891,758,33.97206718,26,12948.3387
"2398","tzh","Tzeltal (Tenejapa)",16.66666667,-92.33333333,"Mayan","North America","MEX",0,40.7,3072,4891,758,33.97206718,58,12926.92731
